customer_id,feature,shap_value,absolute_shap_value,impact_direction,rank
3668-QPYBK,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
3668-QPYBK,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,3
3668-QPYBK,PaymentMethod_Mailed check,-0.16025808271263095,0.16025808271263095,REDUCES RISK,4
3668-QPYBK,TotalCharges,-0.1270030570188383,0.1270030570188383,REDUCES RISK,5
7795-CFOCW,MonthlyCharges,0.5646788674444161,0.5646788674444161,INCREASES RISK,1
7795-CFOCW,Contract_One year,0.20234545200128906,0.20234545200128906,INCREASES RISK,2
7795-CFOCW,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,3
7795-CFOCW,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,4
7795-CFOCW,MultipleLines_No,0.10728533609447315,0.10728533609447315,INCREASES RISK,5
7795-CFOCW,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,1
7795-CFOCW,tenure,-0.4848520643157091,0.4848520643157091,REDUCES RISK,2
7795-CFOCW,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,3
7795-CFOCW,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,4
7795-CFOCW,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,5
9237-HQITU,tenure,1.2482018646598099,1.2482018646598099,INCREASES RISK,1
9237-HQITU,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
9237-HQITU,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
9237-HQITU,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
9237-HQITU,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
9237-HQITU,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,1
9237-HQITU,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,2
9237-HQITU,TotalCharges,-0.12461912480540785,0.12461912480540785,REDUCES RISK,3
9237-HQITU,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,4
9237-HQITU,MultipleLines_No,-0.10728533609447315,0.10728533609447315,REDUCES RISK,5
9305-CDSKC,tenure,1.0063803861981095,1.0063803861981095,INCREASES RISK,1
9305-CDSKC,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,2
9305-CDSKC,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,3
9305-CDSKC,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,4
9305-CDSKC,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,5
9305-CDSKC,MonthlyCharges,-0.6845480134913089,0.6845480134913089,REDUCES RISK,1
9305-CDSKC,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,2
9305-CDSKC,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,3
9305-CDSKC,TotalCharges,-0.08796411190993737,0.08796411190993737,REDUCES RISK,4
9305-CDSKC,Contract_One year,-0.050586363000322265,0.050586363000322265,REDUCES RISK,5
1452-KIOVK,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,1
1452-KIOVK,tenure,0.44213026978747544,0.44213026978747544,INCREASES RISK,2
1452-KIOVK,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
1452-KIOVK,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
1452-KIOVK,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
1452-KIOVK,MonthlyCharges,-0.45474254542030773,0.45474254542030773,REDUCES RISK,1
1452-KIOVK,tenure_group_Growing,-0.3338051692445052,0.3338051692445052,REDUCES RISK,2
1452-KIOVK,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,3
1452-KIOVK,Dependents_Yes,-0.11946402429773526,0.11946402429773526,REDUCES RISK,4
1452-KIOVK,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,5
6713-OKOMC,tenure,0.925773226710876,0.925773226710876,INCREASES RISK,1
6713-OKOMC,MonthlyCharges,0.8380493531592084,0.8380493531592084,INCREASES RISK,2
6713-OKOMC,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
6713-OKOMC,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
6713-OKOMC,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
6713-OKOMC,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,1
6713-OKOMC,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
6713-OKOMC,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,3
6713-OKOMC,PaymentMethod_Mailed check,-0.16025808271263095,0.16025808271263095,REDUCES RISK,4
6713-OKOMC,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,5
7892-POOKP,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
7892-POOKP,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
7892-POOKP,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
7892-POOKP,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
7892-POOKP,tenure,0.20030879132577512,0.20030879132577512,INCREASES RISK,5
7892-POOKP,MonthlyCharges,-0.796727933924072,0.796727933924072,REDUCES RISK,1
7892-POOKP,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,2
7892-POOKP,tenure_group_Established,-0.12572371027615398,0.12572371027615398,REDUCES RISK,3
7892-POOKP,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,4
7892-POOKP,TechSupport_No,-0.08643150925472573,0.08643150925472573,REDUCES RISK,5
6388-TABGU,MonthlyCharges,0.2629911202611591,0.2629911202611591,INCREASES RISK,1
6388-TABGU,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,2
6388-TABGU,Contract_One year,0.20234545200128906,0.20234545200128906,INCREASES RISK,3
6388-TABGU,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
6388-TABGU,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
6388-TABGU,tenure,-1.1700129199571931,1.1700129199571931,REDUCES RISK,1
6388-TABGU,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,2
6388-TABGU,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,3
6388-TABGU,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,4
6388-TABGU,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,5
9763-GRSKD,tenure,0.804862487480026,0.804862487480026,INCREASES RISK,1
9763-GRSKD,MonthlyCharges,0.39804267495691303,0.39804267495691303,INCREASES RISK,2
9763-GRSKD,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
9763-GRSKD,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
9763-GRSKD,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
9763-GRSKD,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,1
9763-GRSKD,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
9763-GRSKD,tenure_group_Growing,-0.3338051692445052,0.3338051692445052,REDUCES RISK,3
9763-GRSKD,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,4
9763-GRSKD,PaymentMethod_Mailed check,-0.16025808271263095,0.16025808271263095,REDUCES RISK,5
7469-LKBCI,MonthlyCharges,1.0733004484356832,1.0733004484356832,INCREASES RISK,1
7469-LKBCI,tenure,0.6839517482491757,0.6839517482491757,INCREASES RISK,2
7469-LKBCI,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,3
7469-LKBCI,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
7469-LKBCI,Dependents_Yes,0.06432678231416514,0.06432678231416514,INCREASES RISK,5
7469-LKBCI,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,1
7469-LKBCI,Contract_Two year,-0.4087743962834406,0.4087743962834406,REDUCES RISK,2
7469-LKBCI,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,3
7469-LKBCI,tenure_group_Growing,-0.3338051692445052,0.3338051692445052,REDUCES RISK,4
7469-LKBCI,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,5
8091-TTVAX,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
8091-TTVAX,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
8091-TTVAX,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,3
8091-TTVAX,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,4
8091-TTVAX,Contract_One year,0.20234545200128906,0.20234545200128906,INCREASES RISK,5
8091-TTVAX,tenure,-1.0087986009827263,1.0087986009827263,REDUCES RISK,1
8091-TTVAX,MonthlyCharges,-0.6997957696666356,0.6997957696666356,REDUCES RISK,2
8091-TTVAX,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,3
8091-TTVAX,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,4
8091-TTVAX,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,5
0280-XJGEX,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
0280-XJGEX,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
0280-XJGEX,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
0280-XJGEX,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
0280-XJGEX,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,5
0280-XJGEX,MonthlyCharges,-0.7727671742199869,0.7727671742199869,REDUCES RISK,1
0280-XJGEX,tenure,-0.646066383290176,0.646066383290176,REDUCES RISK,2
0280-XJGEX,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,3
0280-XJGEX,auto_payment_flag,-0.08312920138187155,0.08312920138187155,REDUCES RISK,4
0280-XJGEX,PaymentMethod_Bank transfer (automatic),-0.053711123289814644,0.053711123289814644,REDUCES RISK,5
5129-JLPIS,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
5129-JLPIS,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
5129-JLPIS,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
5129-JLPIS,tenure,0.3212195305566253,0.3212195305566253,INCREASES RISK,4
5129-JLPIS,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,5
5129-JLPIS,MonthlyCharges,-0.8119756900993992,0.8119756900993992,REDUCES RISK,1
5129-JLPIS,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,2
5129-JLPIS,tenure_group_Established,-0.12572371027615398,0.12572371027615398,REDUCES RISK,3
5129-JLPIS,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,4
5129-JLPIS,MultipleLines_No,-0.10728533609447315,0.10728533609447315,REDUCES RISK,5
3655-SNQYZ,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
3655-SNQYZ,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
3655-SNQYZ,TotalCharges,0.2997482107049092,0.2997482107049092,INCREASES RISK,3
3655-SNQYZ,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
3655-SNQYZ,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,5
3655-SNQYZ,tenure,-1.4521379781625103,1.4521379781625103,REDUCES RISK,1
3655-SNQYZ,MonthlyCharges,-0.9807901334690916,0.9807901334690916,REDUCES RISK,2
3655-SNQYZ,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,3
3655-SNQYZ,Contract_Two year,-0.4087743962834406,0.4087743962834406,REDUCES RISK,4
3655-SNQYZ,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,5
8191-XWSZG,MonthlyCharges,1.0362701834384604,1.0362701834384604,INCREASES RISK,1
8191-XWSZG,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,2
8191-XWSZG,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,3
8191-XWSZG,Contract_One year,0.20234545200128906,0.20234545200128906,INCREASES RISK,4
8191-XWSZG,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,5
8191-XWSZG,tenure,-0.7669771225210261,0.7669771225210261,REDUCES RISK,1
8191-XWSZG,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,2
8191-XWSZG,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,3
8191-XWSZG,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,4
8191-XWSZG,InternetService_No,-0.19686847967288912,0.19686847967288912,REDUCES RISK,5
9959-WOFKT,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
9959-WOFKT,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
9959-WOFKT,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,3
9959-WOFKT,TotalCharges,0.2716397318021854,0.2716397318021854,INCREASES RISK,4
9959-WOFKT,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,5
9959-WOFKT,tenure,-1.5327451376497436,1.5327451376497436,REDUCES RISK,1
9959-WOFKT,MonthlyCharges,-0.8381147006856742,0.8381147006856742,REDUCES RISK,2
9959-WOFKT,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,3
9959-WOFKT,Contract_Two year,-0.4087743962834406,0.4087743962834406,REDUCES RISK,4
9959-WOFKT,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,5
4190-MFLUW,tenure,0.925773226710876,0.925773226710876,INCREASES RISK,1
4190-MFLUW,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,2
4190-MFLUW,MonthlyCharges,0.28368450364196,0.28368450364196,INCREASES RISK,3
4190-MFLUW,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
4190-MFLUW,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
4190-MFLUW,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,1
4190-MFLUW,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
4190-MFLUW,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,3
4190-MFLUW,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,4
4190-MFLUW,Dependents_Yes,-0.11946402429773526,0.11946402429773526,REDUCES RISK,5
4183-MYFRB,tenure,0.4824338495310921,0.4824338495310921,INCREASES RISK,1
4183-MYFRB,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
4183-MYFRB,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
4183-MYFRB,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
4183-MYFRB,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
4183-MYFRB,MonthlyCharges,-0.47543592880110885,0.47543592880110885,REDUCES RISK,1
4183-MYFRB,tenure_group_Growing,-0.3338051692445052,0.3338051692445052,REDUCES RISK,2
4183-MYFRB,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,3
4183-MYFRB,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,4
4183-MYFRB,MultipleLines_No,-0.10728533609447315,0.10728533609447315,REDUCES RISK,5
8779-QRDMV,tenure,1.2885054444034265,1.2885054444034265,INCREASES RISK,1
8779-QRDMV,MonthlyCharges,0.62240251582244,0.62240251582244,INCREASES RISK,2
8779-QRDMV,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
8779-QRDMV,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
8779-QRDMV,SeniorCitizen,0.1375047171640954,0.1375047171640954,INCREASES RISK,5
8779-QRDMV,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,1
8779-QRDMV,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
8779-QRDMV,TotalCharges,-0.13075706521699892,0.13075706521699892,REDUCES RISK,3
8779-QRDMV,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,4
8779-QRDMV,MultipleLines_No phone service,-0.11173317095873937,0.11173317095873937,REDUCES RISK,5
1680-VDCWW,MonthlyCharges,1.054785315937072,1.054785315937072,INCREASES RISK,1
1680-VDCWW,tenure,0.8451660672236426,0.8451660672236426,INCREASES RISK,2
1680-VDCWW,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,3
1680-VDCWW,Contract_One year,0.20234545200128906,0.20234545200128906,INCREASES RISK,4
1680-VDCWW,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,5
1680-VDCWW,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,1
1680-VDCWW,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
1680-VDCWW,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,3
1680-VDCWW,InternetService_No,-0.19686847967288912,0.19686847967288912,REDUCES RISK,4
1680-VDCWW,OnlineSecurity_No internet service,-0.19686847967288912,0.19686847967288912,REDUCES RISK,5
1066-JKSGK,tenure,1.2885054444034265,1.2885054444034265,INCREASES RISK,1
1066-JKSGK,MonthlyCharges,1.047161437849408,1.047161437849408,INCREASES RISK,2
1066-JKSGK,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
1066-JKSGK,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
1066-JKSGK,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,5
1066-JKSGK,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,1
1066-JKSGK,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,2
1066-JKSGK,InternetService_No,-0.19686847967288912,0.19686847967288912,REDUCES RISK,3
1066-JKSGK,OnlineBackup_No internet service,-0.19686847967288912,0.19686847967288912,REDUCES RISK,4
1066-JKSGK,OnlineSecurity_No internet service,-0.19686847967288912,0.19686847967288912,REDUCES RISK,5
3638-WEABW,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,1
3638-WEABW,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,2
3638-WEABW,MonthlyCharges,0.1813067121790498,0.1813067121790498,INCREASES RISK,3
3638-WEABW,MultipleLines_No,0.10728533609447315,0.10728533609447315,INCREASES RISK,4
3638-WEABW,OnlineSecurity_No,0.10585680741454297,0.10585680741454297,INCREASES RISK,5
3638-WEABW,tenure,-1.0087986009827263,1.0087986009827263,REDUCES RISK,1
3638-WEABW,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,2
3638-WEABW,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,3
3638-WEABW,Contract_Two year,-0.4087743962834406,0.4087743962834406,REDUCES RISK,4
3638-WEABW,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,5
6322-HRPFA,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,1
6322-HRPFA,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,2
6322-HRPFA,MonthlyCharges,0.18784146482561848,0.18784146482561848,INCREASES RISK,3
6322-HRPFA,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
6322-HRPFA,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
6322-HRPFA,tenure,-0.646066383290176,0.646066383290176,REDUCES RISK,1
6322-HRPFA,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,2
6322-HRPFA,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,3
6322-HRPFA,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,4
6322-HRPFA,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,5
6865-JZNKO,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,1
6865-JZNKO,MonthlyCharges,0.28150625275977054,0.28150625275977054,INCREASES RISK,2
6865-JZNKO,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,3
6865-JZNKO,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,4
6865-JZNKO,tenure,0.11970163183854166,0.11970163183854166,INCREASES RISK,5
6865-JZNKO,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,1
6865-JZNKO,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
6865-JZNKO,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,3
6865-JZNKO,tenure_group_Established,-0.12572371027615398,0.12572371027615398,REDUCES RISK,4
6865-JZNKO,tenure_group_Loyal,-0.11251190025734745,0.11251190025734745,REDUCES RISK,5
6467-CHFZW,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
6467-CHFZW,InternetService_Fiber optic,0.4516741416100614,0.4516741416100614,INCREASES RISK,2
6467-CHFZW,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
6467-CHFZW,InternetService_DSL,0.29135657489622657,0.29135657489622657,INCREASES RISK,4
6467-CHFZW,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
6467-CHFZW,MonthlyCharges,-0.6780132608447399,0.6780132608447399,REDUCES RISK,1
6467-CHFZW,tenure,-0.5654592238029427,0.5654592238029427,REDUCES RISK,2
6467-CHFZW,high_monthly_charge_flag,-0.13929227226753785,0.13929227226753785,REDUCES RISK,3
6467-CHFZW,tenure_group_Established,-0.12572371027615398,0.12572371027615398,REDUCES RISK,4
6467-CHFZW,Dependents_Yes,-0.11946402429773526,0.11946402429773526,REDUCES RISK,5
8665-UTDHZ,tenure,1.2885054444034265,1.2885054444034265,INCREASES RISK,1
8665-UTDHZ,MonthlyCharges,0.8282472241893553,0.8282472241893553,INCREASES RISK,2
8665-UTDHZ,long_term_contract_flag,0.38183623420152796,0.38183623420152796,INCREASES RISK,3
8665-UTDHZ,high_monthly_charge_flag,0.18464324463371298,0.18464324463371298,INCREASES RISK,4
8665-UTDHZ,Contract_Two year,0.1290866514579286,0.1290866514579286,INCREASES RISK,5
8665-UTDHZ,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,1
8665-UTDHZ,InternetService_Fiber optic,-0.3548868255507625,0.3548868255507625,REDUCES RISK,2
8665-UTDHZ,streaming_services_count,-0.33358293037406556,0.33358293037406556,REDUCES RISK,3
8665-UTDHZ,PaperlessBilling_No,-0.15820253996063524,0.15820253996063524,REDUCES RISK,4
8665-UTDHZ,average_monthly_spend,-0.13380866384143303,0.13380866384143303,REDUCES RISK,5
5248-YGIJN,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,1
5248-YGIJN,tenure_group_Loyal,0.22843325203764478,0.22843325203764478,INCREASES RISK,2
5248-YGIJN,TotalCharges,0.21613521350879755,0.21613521350879755,INCREASES RISK,3
5248-YGIJN,MultipleLines_No,0.10728533609447315,0.10728533609447315,INCREASES RISK,4
5248-YGIJN,support_services_count,0.10442286147840812,0.10442286147840812,INCREASES RISK,5
5248-YGIJN,tenure,-1.5730487173933605,1.5730487173933605,REDUCES RISK,1
5248-YGIJN,long_term_contract_flag,-0.48597338898376286,0.48597338898376286,REDUCES RISK,2
5248-YGIJN,MonthlyCharges,-0.4797924305654881,0.4797924305654881,REDUCES RISK,3
5248-YGIJN,InternetService_DSL,-0.43703486234433986,0.43703486234433986,REDUCES RISK,4
5248-YGIJN,Contract_Two year,-0.4087743962834406,0.4087743962834406,REDUCES RISK,5
8773-HHUOZ,tenure,0.6436481685055591,0.6436481685055591,INCREASES RISK,1
8773-HHUOZ,streaming_services_count,0.4606621419451381,0.4606621419451381,INCREASES RISK,2
